"geoid","census_mortgage_status_001_total_per","census_race_010_two_races_excluding_some_other_race_and_three_or_more_races","census_race_005_asian_alone_per","census_race_006_native_hawaiian_and_other_pacific_islander_alone","census_race_007_some_other_race_alone","census_mortgage_status_002_housing_units_with_a_mortgage_contract_to_purchase_or_similar_debt","census_name","census_race_004_american_indian_and_alaska_native_alone_per","census_race_006_native_hawaiian_and_other_pacific_islander_alone_per","census_mortgage_status_007_no_second_mortgage_and_no_home_equity_loan_per","census_mortgage_status_008_housing_units_without_a_mortgage_per","census_mortgage_status_006_both_second_mortgage_and_home_equity_loan","census_race_010_two_races_excluding_some_other_race_and_three_or_more_races_per","census_race_003_black_or_african_american_alone","census_race_008_two_or_more_races_per","census_mortgage_status_007_no_second_mortgage_and_no_home_equity_loan","census_race_008_two_or_more_races","census_race_009_two_races_including_some_other_race","census_mortgage_status_003_with_either_a_second_mortgage_or_home_equity_loan_but_not_both_per","census_race_001_total_per","census_mortgage_status_001_total","census_race_001_total","census_mortgage_status_002_housing_units_with_a_mortgage_contract_to_purchase_or_similar_debt_per","census_median_contract_001_median_contract_rent_per","census_race_005_asian_alone","census_mortgage_status_005_home_equity_loan_only_per","census_race_003_black_or_african_american_alone_per","census_mortgage_status_006_both_second_mortgage_and_home_equity_loan_per","census_mortgage_status_004_second_mortgage_only","census_race_004_american_indian_and_alaska_native_alone","census_race_007_some_other_race_alone_per","census_race_002_white_alone_per","census_race_002_white_alone","census_mortgage_status_004_second_mortgage_only_per","census_mortgage_status_008_housing_units_without_a_mortgage","census_mortgage_status_005_home_equity_loan_only","census_race_009_two_races_including_some_other_race_per","census_mortgage_status_003_with_either_a_second_mortgage_or_home_equity_loan_but_not_both","median_rent","population","case_number","longitude","latitude","councildis","precinctid","reviewer","hearing_date","location","mva_cluster","mva_code","hdlc","ncdc","ncdc_adjusted","vacant_lot","vacant_lot_code","market_assessment","market_code","roof","roof_code","exterior","exterior_code","foundation","foundation_code","overall_condition","overall_condition_code","character","character_code","abatement_recommendation","recommendation_code","reviewer_notes","zipcode","geopin","xpos","ypos","potential_error_in_lot_status","potential_error_in_market_status","vacant_lot_revised_code"
"14000US22071001737",0.152141802067947,0,0,0,0,202,"Census Tract 17.37, Orleans, LA",0.00332348596750369,0,0.0745937961595273,0.0775480059084195,0,0,2515,0,202,0,0,0,1,412,2708,0.0745937961595273,0.262555391432792,0,0,0.928729689807976,0,0,9,0,0.0679468242245199,184,0,210,0,0,0,711,2708,"12-09943-PNBL",-89.9711032727935,30.0496963509849,"E","9-44D","Demo",2013-09-23,"7433 Mercier St","E",5,0,0,0,NA,NA,"Moderately Weak",3,"Fair",2,"Poor",3,"Fair",2,"Poor",3,0,0,"demolish",0,"",70128,41111994,3711797.601,566126.7851,"0","0",NA
"14000US22071014000",0.0411149825783972,8,0,0,0,23,"Census Tract 140, Orleans, LA",0.00278745644599303,0,0.0160278745644599,0.0250871080139373,0,0.00557491289198606,1342,0.00557491289198606,23,8,0,0,1,59,1435,0.0160278745644599,0.189547038327526,0,0,0.935191637630662,0,0,4,0,0.0564459930313589,81,0,36,0,0,0,272,1435,"13-02461-PNBL",-90.0816030368658,29.9409612018928,"B","1-6","DG",2013-09-23,"1617-1619 S Saratoga St","F",6,0,1,1,NA,NA,"Moderately Weak",3,"Very Poor",4,"Very Poor",4,"Very Poor",4,"Very Poor",4,0,0,"demolish",0,"NEEDS CNAP",70113,41135676,3677272.548,526187.6603,"0","0",NA
"14000US22071014000",0.0411149825783972,8,0,0,0,23,"Census Tract 140, Orleans, LA",0.00278745644599303,0,0.0160278745644599,0.0250871080139373,0,0.00557491289198606,1342,0.00557491289198606,23,8,0,0,1,59,1435,0.0160278745644599,0.189547038327526,0,0,0.935191637630662,0,0,4,0,0.0564459930313589,81,0,36,0,0,0,272,1435,"13-02463-PNBL",-90.0816616299116,29.9408893430908,"B","1-6","Demo",2013-09-23,"1621-1623 S Saratoga St","F",6,0,1,1,NA,NA,"Moderately Weak",3,"Very Poor",4,"Very Poor",4,"Very Poor",4,"Very Poor",4,0,0,"demolish",0,"",70113,41135678,3677254.277,526161.3271,"0","0",NA
"14000US22071009400",0.158216783216783,0,0,0,0,103,"Census Tract 94, Orleans, LA",0,0,0.090034965034965,0.0681818181818182,0,0,1059,0,103,0,0,0,1,181,1144,0.090034965034965,0.545454545454545,0,0,0.925699300699301,0,0,0,0,0.0743006993006993,85,0,78,0,0,0,624,1144,"13-03459-PNBL",-90.096484502625,29.9437152074329,"B","11-17","DG",2013-09-23,"2830 S Roman St","F",6,0,1,1,NA,NA,"Moderately Weak",3,"Good",1,"Poor",3,NA,NA,"Fair",2,0,0,"demolish",0,"occupied",70125,41039385,3672548.769,527137.9402,"0","0",NA
"14000US22071006300",0.0641711229946524,22,0.0017825311942959,0,151,39,"Census Tract 63, Orleans, LA",0,0,0.0071301247771836,0.0409982174688057,0,0.0130718954248366,1050,0.0184194890077243,12,31,9,0.0160427807486631,1,108,1683,0.0231729055258467,0.450980392156863,3,0,0.623885918003565,0,27,0,0.0897207367795603,0.266191325014854,448,0.0160427807486631,69,0,0.0053475935828877,27,759,1683,"13-05013-PNBL",-90.0913515347538,29.9656181038864,"B","3-9","JN",2013-09-24,"229 S Dupre St","D",4,0,1,1,NA,NA,"Moderately Strong",2,"Fair",2,"Poor",3,"Fair",2,"Fair",2,0,0,"demolish",0,"vacant lot",70119,41035685,3674088.009,535120.2409,"0","0",NA
"14000US22071003100",0.163220892274211,54,0,0,9,56,"Census Tract 31, Orleans, LA",0,0,0.014145810663765,0.102285092491839,0,0.058759521218716,816,0.0750816104461371,13,69,15,0.0467899891186072,1,150,919,0.0609357997823721,0.822633297062024,0,0.0206746463547334,0.887921653971708,0,24,0,0.00979325353645267,0.0272034820457018,25,0.0261153427638738,94,19,0.0163220892274211,43,756,919,"13-05438-PNBL",-90.0645044769291,29.9856172624981,"D","7-9A","Demo",2013-09-24,"1933 Duels St","F",6,0,1,1,NA,NA,"Moderately Weak",3,NA,NA,"Very Poor",4,NA,NA,"Poor",3,NA,NA,"demolish",0,"WORK IN PROGRESS",70119,41075964,3682507.848,542485.8222,"0","0",NA
"14000US22071001401",0.209954751131222,0,0,0,56,64,"Census Tract 14.01, Orleans, LA",0.000904977375565611,0,0.0579185520361991,0.152036199095023,0,0,1037,0,64,0,0,0,1,232,1105,0.0579185520361991,0.563800904977376,0,0,0.938461538461538,0,0,1,0.0506787330316742,0.00995475113122172,11,0,168,0,0,0,623,1105,"13-04326-PNBL",-90.0400299570076,29.9777490945058,"D","9-25","Demo",2013-10-15,"3133-3135 N Galvez St","F",6,0,1,1,1,1,"Moderately Weak",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"A NEW INCIDENT HAS BEEN CREATED.",70117,41071467,3690287.741,539711.2828,"0","0",1
"14000US22071008500",0.0624472573839662,4,0,0,0,59,"Census Tract 85, Orleans, LA",0,0,0.049789029535865,0.0126582278481013,0,0.00337552742616034,1089,0.0320675105485232,59,38,34,0,1,74,1185,0.049789029535865,0.388185654008439,0,0,0.918987341772152,0,0,0,0,0.0489451476793249,58,0,15,0,0.0286919831223629,0,460,1185,"13-04372-PNBL",-90.0852267065603,29.9363254669955,"B","10-12","Demo",2013-09-24,"2005-2007 1St St","F",6,0,1,1,NA,NA,"Moderately Weak",3,"Poor",3,"Poor",3,"Poor",3,"Poor",3,0,0,"demolish",0,"",70113,41037783,3676143.292,524489.4187,"0","0",NA
"14000US22071004900",0.101785714285714,0,0,0,55,105,"Census Tract 49, Orleans, LA",0.0279761904761905,0,0.0505952380952381,0.0392857142857143,0,0,1211,0,85,0,0,0.0119047619047619,1,171,1680,0.0625,0.329166666666667,0,0.00297619047619048,0.720833333333333,0,15,47,0.0327380952380952,0.218452380952381,367,0.00892857142857143,66,5,0,20,553,1680,"13-06507-PNBL",-90.0779399881806,29.9626943331077,"B","4-3","DG",2013-10-24,"323-25 N Roman St","F",6,0,1,1,0,0,"Moderately Weak",3,NA,NA,"Fair",2,"Fair",2,"Fair",2,1,1,"sell",1,"",70112,41016644,3678346.051,534103.3231,"0","0",0
"14000US22071007200",0.115954664341761,67,0.0013077593722755,0,21,71,"Census Tract 72, Orleans, LA",0,0,0.028770706190061,0.0850043591979076,0,0.0292066259808195,2073,0.0292066259808195,66,67,0,0.0021795989537925,1,266,2294,0.0309503051438535,0.33435047951177,3,0,0.903661726242371,0,5,0,0.00915431560592851,0.0566695727986051,130,0.0021795989537925,195,0,0,5,767,2294,"CEHB-11-6675",-90.1106785751831,29.9595511316993,"B","16-9","JN",2013-09-30,"3220 Pine St","D",4,0,1,1,NA,NA,"Moderately Strong",2,"Poor",3,"Very Poor",4,"Poor",3,"Poor",3,0,0,"demolish",0,"NEEDS PAINT",70125,41028326,3667992.17,532848.243,"0","0",NA
"14000US22071002900",0.0879668049792531,0,0,0,0,54,"Census Tract 29, Orleans, LA",0,0,0.0448132780082988,0.0431535269709544,0,0,1097,0,54,0,0,0,1,106,1205,0.0448132780082988,0.467219917012448,0,0,0.910373443983402,0,0,0,0,0.0896265560165975,108,0,52,0,0,0,563,1205,"13-01521-PNBL",-90.0579985630604,29.9775485844457,"D","7-7","AW",2013-09-30,"1938-1940 Elysian Fields Ave","F",6,0,1,1,NA,NA,"Moderately Weak",3,"Fair",2,"Poor",3,"Fair",2,"Fair",2,NA,NA,"demolish",0,"",70116,41064987,3684600.004,539574.6094,"0","0",NA
"14000US22071002800",0.119858156028369,0,0.00780141843971631,0,0,55,"Census Tract 28, Orleans, LA",0.000709219858156028,0,0.0319148936170213,0.0808510638297872,10,0,1390,0,45,0,0,0,1,169,1410,0.0390070921985816,0.387234042553191,11,0,0.985815602836879,0.00709219858156028,0,1,0,0.00567375886524823,8,0,114,0,0,0,546,1410,"CEHB-12-0178",-90.069224066012,29.9796246496885,"D","7-10","Demo",2013-09-30,"2225 St Bernard Ave","F",6,0,1,1,NA,NA,"Moderately Strong",2,"Very Poor",4,"Poor",3,"Fair",2,"Poor",3,0,0,"demolish",0,"CNAP",70119,41077951,3681037.864,540290.1655,"0","0",NA
"14000US22071010000",0.101632438125329,0,0,0,21,118,"Census Tract 100, Orleans, LA",0,0,0.0531858873091101,0.0394944707740916,4,0,1593,0,101,0,0,0.00684570826750922,1,193,1899,0.0621379673512375,0.355976829910479,0,0.00684570826750922,0.838862559241706,0.00210637177461822,0,0,0.0110584518167457,0.150078988941548,285,0,75,13,0,13,676,1899,"13-05450-PNBL",-90.0945128914557,29.9315757808609,"B","12-11","Demo",2013-10-29,"3503-3505 Danneel St","F",6,0,1,1,1,1,"Very Strong",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"",70115,41052654,3673220.888,522730.3419,"0","1",1
"14000US22071007200",0.115954664341761,67,0.0013077593722755,0,21,71,"Census Tract 72, Orleans, LA",0,0,0.028770706190061,0.0850043591979076,0,0.0292066259808195,2073,0.0292066259808195,66,67,0,0.0021795989537925,1,266,2294,0.0309503051438535,0.33435047951177,3,0,0.903661726242371,0,5,0,0.00915431560592851,0.0566695727986051,130,0.0021795989537925,195,0,0,5,767,2294,"12-07729-PNBL",-90.106864411917,29.9606951970729,"B","14-26","JN",2013-07-23,"3531-33 Audubon Ct","F",6,0,1,1,NA,NA,"Very Strong",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"",70125,41044311,3669195.442,533277.1761,"0","1",NA
"14000US22071013800",0.181213632585204,0,0,0,0,60,"Census Tract 138, Orleans, LA",0,0,0.0498753117206983,0.131338320864505,0,0,1142,0,60,0,0,0,1,218,1203,0.0498753117206983,0.502909393183707,0,0,0.949293433083957,0,0,0,0,0.0507065669160432,61,0,158,0,0,0,605,1203,"13-06894-PNBL",-90.0807071948364,29.9933318930052,"D","7-19","DG",2013-10-03,"3534 Buchanan St","F",6,0,0,0,0,0,"Moderately Weak",3,"Good",1,"Fair",2,"Good",1,"Fair",2,1,1,"sell",1,"There is a new case .#14-07976-MPM",70122,41191987,3677348.074,545234.7296,"0","0",0
"14000US22071001100",0.200785193494111,33,0,0,17,228,"Census Tract 11, Orleans, LA",0.00280426247896803,0,0.0964666292765003,0.0729108244531688,0,0.018508132361189,877,0.018508132361189,172,33,0,0.031407739764442,1,358,1783,0.127874369040942,0.407739764441952,0,0.0140213123948402,0.491867638810993,0,31,5,0.00953449242849131,0.477285473920359,851,0.0173864273696018,130,25,0,56,727,1783,"13-04836-PNBL",-90.0299695643508,29.9794671002489,"D","9-10","AW",2013-10-01,"2435 Mazant St","F",6,0,1,1,NA,NA,"Moderately Weak",3,"Very Poor",4,"Very Poor",4,"Very Poor",4,"Very Poor",4,0,0,"demolish",0,"CNAP",70117,41068244,3693465.576,540372.1009,"0","0",NA
"14000US22071007502",0.160804020100503,0,0,0,0,126,"Census Tract 75.02, Orleans, LA",0,0,0.0376884422110553,0.115577889447236,0,0,2786,0,105,0,0,0.00753768844221105,1,448,2786,0.0452261306532663,0.232950466618808,0,0,1,0,21,0,0,0,0,0.00753768844221105,322,0,0,21,649,2786,"CEHB-12-1727",-90.1233564700525,29.9662243375771,"A","17-11","JN",2013-10-01,"2939 Hollygrove St","F",6,0,1,1,NA,NA,"Moderately Weak",3,"Very Poor",4,"Very Poor",4,"Very Poor",4,"Very Poor",4,0,0,"demolish",0,"NEEDS CNAP",70118,41029110,3663952.186,535232.2693,"0","0",NA
"14000US22071002502",0.21180712032447,0,0,0,0,275,"Census Tract 25.02, Orleans, LA",0,0,0.110410094637224,0.0878774222622803,0,0,2081,0,245,0,0,0.0135196034249662,1,470,2219,0.12392969806219,0.465525011266336,0,0.0135196034249662,0.937809824245155,0,0,0,0,0.0621901757548445,138,0,195,30,0,30,1033,2219,"13-01511-PNBL",-90.051730037578,30.0259637710656,"D","8-30","JN",2013-10-01,"2609 Frankfort St","G",7,0,0,0,NA,NA,"Very Weak",4,NA,NA,"Poor",3,"Fair",2,"Poor",3,0,0,"demolish",0,"",70122,41073429,3686387.599,557202.3893,"0","0",NA
"14000US22071001401",0.209954751131222,0,0,0,56,64,"Census Tract 14.01, Orleans, LA",0.000904977375565611,0,0.0579185520361991,0.152036199095023,0,0,1037,0,64,0,0,0,1,232,1105,0.0579185520361991,0.563800904977376,0,0,0.938461538461538,0,0,1,0.0506787330316742,0.00995475113122172,11,0,168,0,0,0,623,1105,"13-02666-PNBL",-90.0446623126402,29.9851479076624,"D","9-25","Demo",2013-10-01,"2643 Almonaster Ave","G",7,0,1,1,NA,NA,"Very Weak",4,"Very Poor",4,"Very Poor",4,"Very Poor",4,"Very Poor",4,0,0,"demolish",0,"",70117,41071142,3688790.96,542385.2449,"0","0",NA
"14000US22071002502",0.21180712032447,0,0,0,0,275,"Census Tract 25.02, Orleans, LA",0,0,0.110410094637224,0.0878774222622803,0,0,2081,0,245,0,0,0.0135196034249662,1,470,2219,0.12392969806219,0.465525011266336,0,0.0135196034249662,0.937809824245155,0,0,0,0,0.0621901757548445,138,0,195,30,0,30,1033,2219,"12-10866-PNBL",-90.047684047699,30.0209141710135,"D","8-30","Demo",2013-10-01,"2761 Vienna St","G",7,0,0,0,NA,NA,"Moderately Weak",3,"Fair",2,"Very Poor",4,"Poor",3,"Very Poor",4,NA,NA,"demolish",0,"",70122,41073073,3687688.473,555380.4959,"0","0",NA
"14000US22071004900",0.101785714285714,0,0,0,55,105,"Census Tract 49, Orleans, LA",0.0279761904761905,0,0.0505952380952381,0.0392857142857143,0,0,1211,0,85,0,0,0.0119047619047619,1,171,1680,0.0625,0.329166666666667,0,0.00297619047619048,0.720833333333333,0,15,47,0.0327380952380952,0.218452380952381,367,0.00892857142857143,66,5,0,20,553,1680,"13-00814-PNBL",-90.0803034210835,29.965449263213,"B","4-3","JN",2013-10-31,"416 N Miro St","F",6,0,1,1,1,1,"Very Strong",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"VACANT LOT",70119,41016428,3677586.759,535096.9285,"0","1",1
"14000US22071007605",0.125649913344887,0,0,0,0,61,"Census Tract 76.05, Orleans, LA",0,0,0.0433275563258232,0.072790294627383,0,0,1047,0,50,0,0,0.00953206239168111,1,145,1154,0.0528596187175043,0.5736568457539,0,0.00519930675909879,0.907279029462738,0,5,0,0,0.0927209705372617,107,0.00433275563258232,84,6,0,11,662,1154,"13-03381-PNBL",-90.1140413523038,29.9754182470818,"A","17-16","AW",2013-07-25,"4224-4226 Hollygrove St","F",6,0,1,1,NA,NA,"Very Strong",1,"Poor",3,"Fair",2,"Fair",2,"Fair",2,1,1,"sell",1,"",70118,41023810,3666865.975,538606.7998,"0","1",NA
"14000US22071009100",0.131296449215524,0,0,0,150,184,"Census Tract 91, Orleans, LA",0.02766308835673,0,0.0718414533443435,0.0553261767134599,0,0,1449,0,174,0,0,0.00412881915772089,1,318,2422,0.0759702725020644,0.286952931461602,0,0,0.598265895953757,0,10,67,0.0619322873658134,0.312138728323699,756,0.00412881915772089,134,0,0,10,695,2422,"13-01485-PNBL",-90.0869757416826,29.9324871190542,"B","11-10","Demo",2013-10-03,"1731-1733 Washington Ave","D",4,0,1,1,1,1,"Moderately Weak",3,NA,NA,"Poor",3,"Poor",3,"Poor",3,1,1,"demolish",0,"",70113,41037106,3675604.528,523087.6257,"1","0",0
"14000US22071001100",0.200785193494111,33,0,0,17,228,"Census Tract 11, Orleans, LA",0.00280426247896803,0,0.0964666292765003,0.0729108244531688,0,0.018508132361189,877,0.018508132361189,172,33,0,0.031407739764442,1,358,1783,0.127874369040942,0.407739764441952,0,0.0140213123948402,0.491867638810993,0,31,5,0.00953449242849131,0.477285473920359,851,0.0173864273696018,130,25,0,56,727,1783,"13-04717-PNBL",-90.031766390907,29.9660238875086,"D","9-10","JN",2013-10-10,"4315-4317 Marais St","F",6,0,1,1,0,0,"Moderately Weak",3,"Poor",3,"Poor",3,"Good",1,"Poor",3,1,1,"sell",1,"",70117,41068006,3692952.271,535477.1927,"0","0",0
"14000US22071006000",0.0117746005046257,0,0.171572750210261,0,1,10,"Census Tract 60, Orleans, LA",0,0,0,0.00336417157275021,0,0,769,0,0,0,0,0.00841042893187553,1,14,1189,0.00841042893187553,0.636669470142977,204,0.00841042893187553,0.646761984861228,0,0,0,0.000841042893187553,0.180824222035324,215,0,4,10,0,10,757,1189,"12-09142-PNBL",-90.0851009212631,29.9583411757901,"B","3-3","Demo",2013-10-22,"432-434 S Galvez St","F",6,0,1,1,1,1,"Moderately Weak",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"",70119,41031949,3676095.919,532495.5802,"0","0",1
"14000US22071000602",0.186526850969177,0,0.00222434064188116,0,0,314,"Census Tract 6.02, Orleans, LA",0.00158881474420083,0,0.0854782332380045,0.0867492850333651,0,0,2960,0,269,0,0,0.0142993326978074,1,587,3147,0.0997775659358119,0.203368287257706,7,0.00762631077216397,0.940578328566889,0,21,5,0,0.0556085160470289,175,0.00667302192564347,273,24,0,45,640,3147,"13-05677-PNBL",-90.0340028406878,29.9428244467862,"C","15-12","Demo",2013-10-03,"1129 Farragut St","E",5,0,0,0,0,0,"Very Strong",1,"Very Poor",4,"Poor",3,"Fair",2,"Poor",3,0,0,"demolish",0,"",70114,41006036,3692339.83,527033.0135,"0","1",0
"14000US22071001100",0.200785193494111,33,0,0,17,228,"Census Tract 11, Orleans, LA",0.00280426247896803,0,0.0964666292765003,0.0729108244531688,0,0.018508132361189,877,0.018508132361189,172,33,0,0.031407739764442,1,358,1783,0.127874369040942,0.407739764441952,0,0.0140213123948402,0.491867638810993,0,31,5,0.00953449242849131,0.477285473920359,851,0.0173864273696018,130,25,0,56,727,1783,"12-10406-PNBL",-90.0298632405472,29.965105764221,"D","9-10","DG",2013-10-21,"4520-4522 Marais St","F",6,0,1,1,1,1,"Moderately Weak",3,NA,NA,"Fair",2,"Fair",2,"Fair",2,1,1,"sell",1,"",70117,41068008,3693558.643,535150.1797,"1","0",0
"14000US22071001401",0.209954751131222,0,0,0,56,64,"Census Tract 14.01, Orleans, LA",0.000904977375565611,0,0.0579185520361991,0.152036199095023,0,0,1037,0,64,0,0,0,1,232,1105,0.0579185520361991,0.563800904977376,0,0,0.938461538461538,0,0,1,0.0506787330316742,0.00995475113122172,11,0,168,0,0,0,623,1105,"13-05360-PNBL",-90.0355821873251,29.9792467529116,"D","9-25","DG",2013-10-03,"2313 Gallier St","G",7,0,1,1,0,0,"Moderately Weak",3,"Poor",3,"Poor",3,"Poor",3,"Poor",3,NA,NA,"demolish",0,"",70117,41065965,3691689.658,540271.807,"0","0",0
"14000US22071012800",0.180457052797478,0,0.0394011032308905,0,125,330,"Census Tract 128, Orleans, LA",0.00591016548463357,0,0.104806934594169,0.0504334121355398,0,0,686,0.00315208825847124,266,8,8,0.0252167060677699,1,458,2538,0.130023640661939,0.395193065405831,100,0.0193065405831363,0.270291568163909,0,15,15,0.0492513790386131,0.631993695823483,1604,0.00591016548463357,128,49,0.00315208825847124,64,1003,2538,"CEHB-12-0764",-90.1198183123778,29.9499747287581,"A","16-6","JN",2013-10-07,"7423 Spruce St","B",2,0,1,1,0,0,"Very Strong",1,"Very Poor",4,"Fair",2,"Fair",2,"Poor",3,0,0,"demolish",0,"",70118,41027080,3665135.022,529335.1283,"0","0",0
"14000US22071003302",0.282722513089005,64,0.0409608869725901,0,32,502,"Census Tract 33.02, Orleans, LA",0.00369571912534647,0,0.122266707730213,0.128118263012011,16,0.0197105020018479,2881,0.0197105020018479,397,64,0,0.0274099168463197,1,918,3247,0.154604250076994,0.350785340314136,133,0,0.887280566676933,0.00492762550046196,89,12,0.00985525100092393,0.0384970742223591,125,0.0274099168463197,416,0,0,89,1139,3247,"12-10031-PNBL",-90.0771344371276,30.0078556139209,"D","7-30","JN",2013-10-07,"1482 Granada Dr","C",3,0,0,0,0,0,"Moderately Weak",3,"Fair",2,"Poor",3,"Poor",3,"Poor",3,NA,NA,"demolish",0,"",70122,41107472,3678421.073,550528.5097,"0","0",0
"14000US22071007200",0.115954664341761,67,0.0013077593722755,0,21,71,"Census Tract 72, Orleans, LA",0,0,0.028770706190061,0.0850043591979076,0,0.0292066259808195,2073,0.0292066259808195,66,67,0,0.0021795989537925,1,266,2294,0.0309503051438535,0.33435047951177,3,0,0.903661726242371,0,5,0,0.00915431560592851,0.0566695727986051,130,0.0021795989537925,195,0,0,5,767,2294,"CEHB-11-6257",-90.1059743365085,29.9585250564613,"B","14-26","Demo",2013-10-28,"4719 Erato St","F",6,0,1,1,0,0,"Moderately Weak",3,"Fair",2,"Fair",2,"Good",1,"Fair",2,1,1,"sell",1,"",70125,41045696,3669485.727,532491.0474,"0","0",0
"14000US22071001722",0.25668295487209,27,0,22,23,470,"Census Tract 17.22, Orleans, LA",0,0.0063236562230526,0.120436907157229,0.121586662834148,0,0.00776085081920092,3346,0.00776085081920092,419,27,0,0.0146593848807128,1,893,3479,0.135096292037942,0.21327967806841,0,0.00977292325380857,0.961770623742455,0,17,0,0.00661109514228226,0.0175337740730095,61,0.00488646162690428,423,34,0,51,742,3479,"13-06529-PNBL",-89.992304251316,30.020156634838,"E","9-36","AW",2013-10-28,"4735 East View Dr","F",6,0,0,0,1,1,"Moderately Weak",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"",70126,41100006,3705216.342,555305.8919,"0","0",1
"14000US22071001722",0.25668295487209,27,0,22,23,470,"Census Tract 17.22, Orleans, LA",0,0.0063236562230526,0.120436907157229,0.121586662834148,0,0.00776085081920092,3346,0.00776085081920092,419,27,0,0.0146593848807128,1,893,3479,0.135096292037942,0.21327967806841,0,0.00977292325380857,0.961770623742455,0,17,0,0.00661109514228226,0.0175337740730095,61,0.00488646162690428,423,34,0,51,742,3479,"CEHB-11-0666",-90.009206751099,30.0120886201289,"E","9-34A","JN",2013-10-07,"4230 America St","G",7,0,0,0,1,1,"Very Strong",1,"Very Poor",4,"Very Poor",4,NA,NA,"Very Poor",4,0,0,"demolish",0,"",70126,41094181,3699901.508,552309.8506,"1","1",0
"14000US22071001722",0.25668295487209,27,0,22,23,470,"Census Tract 17.22, Orleans, LA",0,0.0063236562230526,0.120436907157229,0.121586662834148,0,0.00776085081920092,3346,0.00776085081920092,419,27,0,0.0146593848807128,1,893,3479,0.135096292037942,0.21327967806841,0,0.00977292325380857,0.961770623742455,0,17,0,0.00661109514228226,0.0175337740730095,61,0.00488646162690428,423,34,0,51,742,3479,"12-10129-PNBL",-89.9905796235244,30.0231869124022,"E","9-36","AW",2013-10-29,"4931 Laine Ave","F",6,0,0,0,1,1,"Moderately Weak",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"A new incident has been created.",70126,41101725,3705749.181,556414.2062,"0","0",1
"14000US22071003304",0.166539923954373,3,0,0,0,113,"Census Tract 33.04, Orleans, LA",0.00608365019011407,0,0.0714828897338403,0.0806083650190114,0,0.00228136882129278,1166,0.00228136882129278,94,3,0,0.0144486692015209,1,219,1315,0.0859315589353612,0.412927756653992,0,0,0.886692015209125,0,19,8,0,0.104942965779468,138,0.0144486692015209,106,0,0,19,543,1315,"CEHB-11-5698",-90.0691055420425,30.0092931522769,"D","7-34","JN",2013-07-30,"5016 Warrington Dr","F",6,0,0,0,NA,NA,"Moderately Weak",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"",70122,41107073,3680956.353,551079.2026,"0","0",NA
"14000US22071003304",0.166539923954373,3,0,0,0,113,"Census Tract 33.04, Orleans, LA",0.00608365019011407,0,0.0714828897338403,0.0806083650190114,0,0.00228136882129278,1166,0.00228136882129278,94,3,0,0.0144486692015209,1,219,1315,0.0859315589353612,0.412927756653992,0,0,0.886692015209125,0,19,8,0,0.104942965779468,138,0.0144486692015209,106,0,0,19,543,1315,"13-07224-PNBL",-90.0662417894459,30.0104386563693,"D","7-34","Demo",2013-10-29,"5160 Wilton Dr","F",6,0,0,0,1,1,"Very Weak",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"",70122,41106880,3681858.076,551505.7644,"0","0",1
"14000US22071006000",0.0117746005046257,0,0.171572750210261,0,1,10,"Census Tract 60, Orleans, LA",0,0,0,0.00336417157275021,0,0,769,0,0,0,0,0.00841042893187553,1,14,1189,0.00841042893187553,0.636669470142977,204,0.00841042893187553,0.646761984861228,0,0,0,0.000841042893187553,0.180824222035324,215,0,4,10,0,10,757,1189,"13-05830-PNBL",-90.0877498264702,29.9593299295142,"B","3-8","Demo",2013-10-01,"539-541 S Tonti St","F",6,0,1,1,NA,NA,"Moderately Weak",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"",70119,41031313,3675253.247,532846.0009,"0","0",NA
"14000US22071002501",0.260504201680672,24,0,0,0,182,"Census Tract 25.01, Orleans, LA",0,0,0.114591291061879,0.121466768525592,0,0.0183346065699007,982,0.0229182582123759,150,30,6,0.0244461420932009,1,341,1309,0.13903743315508,0.556913674560733,0,0,0.750190985485103,0,32,0,0,0.226890756302521,297,0.0244461420932009,159,0,0.00458365164247517,32,729,1309,"13-00897-PNBL",-90.0603675684148,30.0195324627968,"D","8-27","Demo",2013-07-22,"5927 Elysian Fields Ave","F",6,0,0,0,NA,NA,"Very Strong",1,"Good",1,"Fair",2,"Good",1,"Good",1,1,1,"sell",1,"",70122,41073921,3683680.408,554833.2398,"0","1",NA
